name,state,acronym,short_name
Galen Health Institutes-Las Vegas,NV,GHILV,GHILV
Stellar Career College-Crown Point,IN,SCCCP,SCCCP
Tulsa Welding School-Dallas Campus,TX,TWSDC,TWSDC
Barber Tech Academy-Columbia,SC,BTAC,BTAC
Ricketts Great Books College,NE,RGBC,RGBC
Diverse Media Institute,MN,DMI,DMI
Atlantic Acting School,NY,AAS,AAS
Mosdos Yaakov V'Yisroel,NJ,MYV,MYV
Jama's Beauty & Barber College,CA,JBBC,JBBC
West Coast Barber College,CA,WCBC,WCBC
C N K Barber College,MS,CNKBC,CNKBC
South Post Oak Barber College,TX,SPOBC,SPOBC
Petra College,LA,PC,PC
Brighton Barber Institute,TX,BBI,BBI
Kentucky Welding Institute,KY,KWI,KWI
Precision Welding Academy,TX,PWA,PWA
Southwest Michigan Beauty School,MI,SMBS,SMBS
Southwest University of Naprapathic Medicine,NM,SUNM,SUNM
Berea Beauty Academy,KY,BBA,BBA
Affinity Hair Academy,FL,AHA,AHA
ICR Florida Education,FL,IFE,IFE
Empire Beauty School-Indianapolis,IN,EBSI,EBSI
Doral College,FL,DC,DC
Lincoln College of Technology-East Point,GA,LCTEP,LCTEP
Tidewater Tech-East Little Creek,VA,TTELC,TTELC
Lil Lou's Beauty and Barber College - South Bend,IN,LLBBCSB,LLBBCSB
Arizona College of Nursing - Chesapeake,VA,ACNC,ACNC
Arizona College of Nursing - Hartford,CT,ACNH,ACNH
UCAS University of Cosmetology Arts & Sciences - 03,TX,UUCAS,UUCAS
Arizona College of Nursing-St Louis,MO,ACNSL,ACNSL
EDvance College,CA,EC,EC
High Alternative Education,PR,HAE,HAE
Virginia Barber School,VA,VBS,VBS
Aguilas International Technical Institute,FL,AITI,AITI
Miami Barber Institute,FL,MBI,MBI
Modern Male Barber Academy,PA,MMBA,MMBA
Epic Barber College,TX,EBC,EBC
Mosley School of Cosmetology,MI,MSC,MSC
New Orleans Culinary and Hospitality Institute,LA,NOCHI,NOCHI
Glitz School of Cosmetology -  Santa Fe Campus,NM,GSCSFC,GSCSFC
UR Beauty & Barber Academy-At True Family Barber Academy,FL,UBBATFBA,UBBATFBA
Shearz Institute,GA,SI,SI
University of Fairfax,VA,UF,UF
Circle of Love Academy,NC,CLA,CLA
Virginia Christian College,VA,VCC,VCC
Ideal Institute of Technology,NJ,IIT,IIT
Beauty Culture Academy,NY,BCA,BCA
Congregation YMH,NY,CY,CY
Eisek Hatorah DRachmistrivka,NY,EHD,EHD
Centureon Institute,FL,CI,CI
Dooby Shop School of Cosmetology,NC,DSSC,DSSC
New Image Beauty and Barber School,TX,NIBBS,NIBBS
Final Touch Barber Academy,PA,FTBA,FTBA
Metropolitan Barber Academy,PA,MBA,MBA
Bet Midrash Ohel Torah,NJ,BMOT,BMOT
Northpoint College,MI,NC,NC
Goodwill Technical College,LA,GTC,GTC
Charm Beauty School,MI,CBS,CBS
Salon Professional Academy (The),TX,SPA,SPA
Noe' Noonan School of Cosmetology,PA,NNSC,NNSC
Champ's Barber School-York,PA,CBSY,CBSY
United Education Institute-Dallas,TX,UEID,UEID
Galen Health Institutes-Aurora,CO,GHIA,GHIA
Galen Health Institutes-Savannah,GA,GHIS,GHIS
Galen Health Institutes-Orlando,FL,GHIO,GHIO
Carrington College-Bakersfield,CA,CCB,CCB
Carrington College-Fresno,CA,CCF,CCF
Carrington College-Hesperia,CA,CCH,CCH
Carrington College-Lancaster,CA,CCL,CCL
Carrington College-Modesto,CA,CCM,CCM
Carrington College-Ontario,CA,CCO,CCO
Carrington College-Rancho Cordova,CA,CCRC,CCRC
Carrington College-Rancho Mirage,CA,CCRM,CCRM
Carrington College-Santa Maria,CA,CCSM,CCSM
Carrington College-Temecula,CA,CCT,CCT
Carrington College-Visalia,CA,CCV,CCV
Lyon College-School of Dental Medicine,AR,LCSDM,LCSDM
Premiere Aesthetics Institute-Post Falls,ID,PAIPF,PAIPF
IntelliTec College-Euphoria Institute of Beauty Arts and Sciences,NV,ICEIBAS,ICEIBAS
Tint School of Makeup & Cosmetology-Plano,TX,TSMCP,TSMCP
College of Health Care Professions-Garland,TX,CHCPG,CHCPG
Ohio Business College-Columbus,OH,OBCC,OBCC
Glendale Career College-Nevada Career Institute-MFSON,NV,GCCNCIM,GCCNCIM
UEI College-United Education Institute-Albuquerque,NM,UCUEIA,UCUEIA
UEI College-United Education Institute-Houston,TX,UCUEIH,UCUEIH
Glendale Career College-North-West College-MFSON-Riverside,CA,GCCNWCMR,GCCNWCMR
Activa Training Center,FL,ATC,ATC
Chicago College of Oriental Medicine,IL,CCOM,CCOM
Neihule Academy of Beauty,CA,NAB,NAB
Prince's Barber Academy,OH,PBA,PBA
Style Mobb University School of Cosmetology,GA,SMUSC,SMUSC
Yeshiva Gedola Amidei Dgirsa,NY,YGAD,YGAD
Care Hope College,FL,CHC,CHC
UTH Florida University,FL,UFU,UFU
University of North America,VA,UNA,UNA
West Coast University-Los Angeles,CA,WCULA,WCULA
Orange Technical College-Avalon Campus,FL,OTCAC,OTCAC
Herzing University-Clarksville,TN,HUC,HUC
Ogle School Hair Skin Nails-Atlanta,GA,OSHSNA,OSHSNA
The Chicago School at Dallas,TX,CSD,CSD
Elaine Sterling Institute-Dunwoody,GA,ESID,ESID
Las Vegas College-Houston Career Institute,TX,LVCHCI,LVCHCI
Northwest Educational Center-Construction Technology,TX,NECCT,NECCT
Lincoln College of Technology-Houston,TX,LCTH,LCTH
Glitz School of Cosmetology-Casa Grande Campus,AZ,GSCCGC,GSCCGC
San Joaquin Valley College-San Leandro,CA,SJVCSL,SJVCSL
San Joaquin Valley College-Sacramento,CA,SJVCS,SJVCS
San Joaquin Valley College-Phoenix,AZ,SJVCP,SJVCP
Concorde Career College-Portland,OR,CCCP,CCCP
Riggins Urban Barber College-Palm Avenue,CA,RUBCPA,RUBCPA
Troy University-Montgomery Campus,AL,TUMC,TUMC
Troy University-Dothan Campus,AL,TUDC,TUDC
Troy University-Online,AL,TUO,TUO
Troy University-Support Sites,GA,TUSS,TUSS
Arizona State University-West Valley,AZ,ASUWV,ASUWV
Arizona State University-Polytechnic,AZ,ASUP,ASUP
Arizona State University-Downtown Phoenix,AZ,ASUDP,ASUDP
Arizona State University - Tucson,AZ,ASUT,ASUT
Arizona State University - The Gila Valley,AZ,ASUGV,ASUGV
Arizona State University - Yuma,AZ,ASUY,ASUY
Arizona State University - Pinal,AZ,ASUP,ASUP
Arizona State University - Cochise,AZ,ASUC,ASUC
Arizona State University - Yavapai,AZ,ASUY,ASUY
Arizona State University - Pima,AZ,ASUP,ASUP
Arizona State University - Washington D.C.,DC,ASUWD,ASUWD
Arizona State University - Northeastern Arizona,AZ,ASUNA,ASUNA
Arizona State University - Mesa City Center,AZ,ASUMCC,ASUMCC
Arizona State University - ASU California Center - Broadway,CA,ASUACCB,ASUACCB
Arizona State University - ASU California Center - Grand,CA,ASUACCG,ASUACCG
Career Academy of Hair Design-Siloam Springs,AR,CAHDSS,CAHDSS
Career Academy of Hair Design-Rogers,AR,CAHDR,CAHDR
Career Academy of Hair Design-Fayetteville,AR,CAHDF,CAHDF
Career Academy of Hair Design - Fort Smith,AR,CAHDFS,CAHDFS
University of Arkansas Community College at Hope - Texarkana,AR,UACCHT,UACCHT
Alliant International University-Fresno,CA,AIUF,AIUF
Alliant International University-Los Angeles,CA,AIULA,AIULA
Alliant International University-San Francisco Bay Area,CA,AIUSFBA,AIUSFBA
Alliant International University-Irvine,CA,AIUI,AIUI
Alliant International University-Sacramento,CA,AIUS,AIUS
Alliant International University - Phoenix,AZ,AIUP,AIUP
Casa Loma College - Nashville,TN,CLCN,CLCN
Casa Loma College -  Aurora,CO,CLCA,CLCA
San Jose Campus,CA,SJC,SJC
IDEA at ATEP,CA,IA,IA
Life Pacific University-Virginia,VA,LPUV,LPUV
Life Chiropractic College West - Bellevue University,NE,LCCWBU,LCCWBU
MiraCosta College - San Elijo Campus,CA,MCSEC,MCSEC
Mount Saint Mary's University - Doheny Campus,CA,MSMUDC,MSMUDC
RAND School of Public Policy - Virginia,VA,RSPPV,RSPPV
San Diego State University-Imperial Valley Campus,CA,SDSUIVC,SDSUIVC
Jesuit School of Theology of Santa Clara University,CA,JSTSCU,JSTSCU
Thomas Aquinas College - New England,MA,TACNE,TACNE
Victor Valley Community College - Aviation Technology,CA,VVCCAT,VVCCAT
Wright Institute (The) -,CA,WI,WI
Denver Seminary - Washington DC,MD,DSWD,DSWD
Goodwin University - Bridgeport Campus,CT,GUBC,GUBC
Porter and Chester Institute of Waterbury,CT,PCIW,PCIW
Porter and Chester Institute of Worcester,MA,PCIW,PCIW
Porter and Chester Institute - Brockton,MA,PCIB,PCIB
Porter and Chester Institute - Chicopee,MA,PCIC,PCIC
Porter and Chester Institute - New London,CT,PCINL,PCINL
Delaware Technical Community College-Owens,DE,DTCCO,DTCCO
Delaware Technical Community College-Stanton/Wilmington,DE,DTCCSW,DTCCSW
Barry University Law School,FL,BULS,BULS
Keiser University-Melbourne,FL,KUM,KUM
Keiser University-Tallahassee,FL,KUT,KUT
Keiser University-Daytona,FL,KUD,KUD
Keiser University-Lakeland,FL,KUL,KUL
Keiser University- Miami,FL,KUM,KUM
Keiser University-Orlando,FL,KUO,KUO
Keiser University-Sarasota,FL,KUS,KUS
Keiser University-Jacksonville,FL,KUJ,KUJ
Keiser University-Tampa,FL,KUT,KUT
Keiser University-Pembroke Pines,FL,KUPP,KUPP
Keiser University-Port St Lucie,FL,KUPSL,KUPSL
Keiser University-West Palm Beach,FL,KUWPB,KUWPB
Keiser University-Ft Myers,FL,KUFM,KUFM
Keiser University -  Clearwater,FL,KUC,KUC
Keiser University - New Port Richey,FL,KUNPR,KUNPR
Keiser University - Residential (Flagship),FL,KURF,KURF
Maynard A. Traviss Technical College - Central Florida Aerospace Academy,FL,MTTCCFAA,MTTCCFAA
Traviss Technical College - ATCFO,FL,TTCA,TTCA
Miami Lakes Educational Center and Technical College -,FL,MLECTC,MLECTC
Rasmussen University-Central Pasco,FL,RUCP,RUCP
Rasmussen University-Fort Myers,FL,RUFM,RUFM
Rasmussen University-Tampa/Brandon,FL,RUTB,RUTB
Rasmussen University-North Orlando,FL,RUNO,RUNO
East Georgia State College - Statesboro,GA,EGSCS,EGSCS
East Georgia State College - Augusta,GA,EGSCA,EGSCA
Illinois Eastern Community Colleges-Olney Central College,IL,IECCOCC,IECCOCC
Illinois Eastern Community Colleges-Frontier Community College,IL,IECCFCC,IECCFCC
Illinois Eastern Community Colleges-Lincoln Trail College,IL,IECCLTC,IECCLTC
Illinois Eastern Community Colleges-Wabash Valley College,IL,IECCWVC,IECCWVC
Moody Theological Seminary and Graduate School--Michigan,MI,MTSGSM,MTSGSM
Moody Bible Institute - Spokane,WA,MBIS,MBIS
Triton College - Intl Union of Operating Engr Local 399 Trning Fac.,IL,TCIUOELTF,TCIUOELTF
PJ's College of Cosmetology- Brownsburg,IN,PCCB,PCCB
PJ's College of Cosmetology- Jeffersonville,IN,PCCJ,PCCJ
Ivy Tech Community College-South Bend/Elkhart,IN,ITCCSBE,ITCCSBE
Ivy Tech Community College-Columbus,IN,ITCCC,ITCCC
Ivy Tech Community College-Muncie,IN,ITCCM,ITCCM
Ivy Tech Community College-Kokomo,IN,ITCCK,ITCCK
Ivy Tech Community College-Lafayette,IN,ITCCL,ITCCL
Ivy Tech Community College-Fort Wayne,IN,ITCCFW,ITCCFW
Ivy Tech Community College-Sellersburg,IN,ITCCS,ITCCS
Ivy Tech Community College-Evansville,IN,ITCCE,ITCCE
Ivy Tech Community College-Terre Haute,IN,ITCCTH,ITCCTH
Ivy Tech Community College-Richmond,IN,ITCCR,ITCCR
Ivy Tech Community College-Lake County,IN,ITCCLC,ITCCLC
Ivy Tech Community College-Madison,IN,ITCCM,ITCCM
Ivy Tech Community College-Bloomington,IN,ITCCB,ITCCB
Ivy Tech Community College-Indianapolis,IN,ITCCI,ITCCI
Ivy Tech Community College-Marion,IN,ITCCM,ITCCM
Ivy Tech Community College-Valparaiso,IN,ITCCV,ITCCV
Ivy Tech Community College-Lawrenceburg,IN,ITCCL,ITCCL
Ivy Tech Community College-Hamilton County,IN,ITCCHC,ITCCHC
Ivy Tech Community College-Anderson,IN,ITCCA,ITCCA
Indiana University Fort Wayne,IN,IUFW,IUFW
Indiana University Columbus,IN,IUC,IUC
Graceland University - Independence,MO,GUI,GUI
Baker University School of Nursing,KS,BUSN,BUSN
Coffeyville Technical Campus,KS,CTC,CTC
Columbus Technical Campus,KS,CTC,CTC
Coffeyville Community College - EMS Building,KS,CCCEB,CCCEB
Old Town Barber College - KC,MO,OTBCK,OTBCK
PJ's College of Cosmetology- Greenfield,IN,PCCG,PCCG
PJ's College of Cosmetology- Muncie,IN,PCCM,PCCM
PJ's College of Cosmetology- Indianapolis,IN,PCCI,PCCI
PJ's College of Cosmetology- Plainfield,IN,PCCP,PCCP
PJ's College of Cosmetology- Louisville,KY,PCCL,PCCL
Southeastern Louisiana University - EBR Parish School System Prof Dev,LA,SLUEPSSPD,SLUEPSSPD
Southeastern Louisiana University - St Amant High School,LA,SLUSAHS,SLUSAHS
Southeastern Louisiana University - Destrahan High School,LA,SLUDHS,SLUDHS
Southeastern Louisiana University - Albert Cammon Middle School,LA,SLUACMS,SLUACMS
University of Maine - Machias,ME,UMM,UMM
Unity Environmental University - Unity,ME,UEUU,UEUU
Baker College of Cadillac,MI,BCC,BCC
Baker College of Jackson,MI,BCJ,BCJ
Baker College of Muskegon,MI,BCM,BCM
Baker College - Royal Oak Campus,MI,BCROC,BCROC
Calvin University - Handlon Campus,MI,CUHC,CUHC
Davenport University-Warren Location,MI,DUWL,DUWL
Davenport University-Kalamazoo Location,MI,DUKL,DUKL
Davenport University-Lansing Location,MI,DULL,DULL
Davenport University-Midland Location,MI,DUML,DUML
Anoka-Ramsey Community College-Cambridge Campus,MN,ARCCCC,ARCCCC
Central Lakes College-Staples Campus,MN,CLCSC,CLCSC
M State - Detroit Lakes Campus,MN,MSDLC,MSDLC
M State - Moorhead Campus,MN,MSMC,MSMC
M State - Wadena Campus,MN,MSWC,MSWC
Minnesota North College - Itasca,MN,MNCI,MNCI
Minnesota North College - Mesabi Range Virginia,MN,MNCMRV,MNCMRV
Minnesota North College - Mesabi Range Eveleth,MN,MNCMRE,MNCMRE
Minnesota North College - Rainy River,MN,MNCRR,MNCRR
Minnesota North College - Vermilion,MN,MNCV,MNCV
South Central College-Faribault,MN,SCCF,SCCF
Mayo Clinic College of Medicine and Science - Florida,FL,MCCMSF,MCCMSF
Mayo Clinic College of Medicine and Science - Arizona,AZ,MCCMSA,MCCMSA
Northland Community and Technical College - East Grand Forks,MN,NCTCEGF,NCTCEGF
Northland Community and Technical College - Aerospace,MN,NCTCA,NCTCA
Rasmussen University-Bloomington,MN,RUB,RUB
Rasmussen University-Eagan,MN,RUE,RUE
Rasmussen University-Mankato,MN,RUM,RUM
Rasmussen University-Hennepin/Anoka,MN,RUHA,RUHA
Minnesota State CollegeSoutheast-Red Wing Campus,MN,MSCRWC,MSCRWC
Copiah-Lincoln Community College Simpson County Center,MS,CLCCSCC,CLCCSCC
Copiah-Lincoln Community College-Natchez Campus,MS,CLCCNC,CLCCNC
University of Mississippi Medical Center,MS,UMMC,UMMC
Pearl River Community College-Forrest County Campus,MS,PRCCFCC,PRCCFCC
PRCC Hancock Aviation Aerospace Workforce Academy,MS,PHAAWA,PHAAWA
Avila University -  Arizona,AZ,AUA,AUA
Columbia College - Redstone Arsenal,AL,CCRA,CCRA
Columbia College - NAS Jacksonville,FL,CCNJ,CCNJ
Columbia College - Fort Leonard Wood,MO,CCFLW,CCFLW
Columbia College - Lake Ozark,MO,CCLO,CCLO
Columbia College - Fort Worth,TX,CCFW,CCFW
Columbia College - Naval Station Everett/Marysville,WA,CCNSEM,CCNSEM
Columbia College - Fort Stewart,GA,CCFS,CCFS
Columbia College - Hunter Army Airfield,GA,CCHAA,CCHAA
Columbia College - Whidbey Island,WA,CCWI,CCWI
Columbia College - Fort Sill,OK,CCFS,CCFS
Columbia College - San Diego,CA,CCSD,CCSD
Columbia College - Denver,CO,CCD,CCD
Columbia College - Whiteman AFB,MO,CCWA,CCWA
Kansas City University-Joplin,MO,KCUJ,KCUJ
City College Montana State University Billings,MT,CCMSUB,CCMSUB
American Institute,NJ,AI,AI
Monmouth University -  Monmouth Park Corporate Center,NJ,MUMPCC,MUMPCC
Bard College - Holyoke Microcollege,MA,BCHM,BCHM
Bard College - Coxsackie Correctional Facility,NY,BCCCF,BCCCF
Bard College - Eastern NY Correctional Facility,NY,BCENCF,BCENCF
Bard College - Fishkill Correctional Facility,NY,BCFCF,BCFCF
Bard College - Green Haven Correctional Facility,NY,BCGHCF,BCGHCF
Bard College - Taconic Correctional Facility,NY,BCTCF,BCTCF
Bard College - Woodbourne Correctional Facility,NY,BCWCF,BCWCF
Bard College - BHSEC Newark,NJ,BCBN,BCBN
Bard College - Brooklyn Public Library,NY,BCBPL,BCBPL
Bard College - New York Public Library Countee Cullen Branch,NY,BCNYPLCCB,BCNYPLCCB
Bard College - Bard Globalization and International Affairs Program,NY,BCBGIAP,BCBGIAP
Bard College - Albion Correctional Facility,NY,BCACF,BCACF
Bryant & Stratton College-Syracuse,NY,BSCS,BSCS
Bryant & Stratton College-Amherst,NY,BSCA,BSCA
Bryant & Stratton College-Southtowns,NY,BSCS,BSCS
Bryant & Stratton College-Henrietta,NY,BSCH,BSCH
Clarkson University Capital Region Campus,NY,CUCRC,CUCRC
Culinary Institute of America at Greystone,CA,CIAG,CIAG
Culinary Institute of America San Antonio,TX,CIASA,CIASA
CUNY Brooklyn College - Feirstein Graduate School of Cinema,NY,CBCFGSC,CBCFGSC
NYSMedical&Dental Assistants - American Institute of Clinical Massage,ID,NAAICM,NAAICM
Pratt Manhattan-A Division of Pratt Institute,NY,PMDPI,PMDPI
Rabbinical Seminary of America-Ma'yan HaTorah,NY,RSAMH,RSAMH
Southeastern Baptist Theological Seminary-Nash County Extension Center,NC,SBTSNCEC,SBTSNCEC
Southeastern Baptist Theological Seminary-Wake County Extension Center,NC,SBTSWCEC,SBTSWCEC
Southeastern Baptist Theological Seminary - Lowell Correctional Institution,FL,SBTSLCI,SBTSLCI
Winston - Salem Barber School - Satellite,NC,WSBSS,WSBSS
Bryant & Stratton College-Akron,OH,BSCA,BSCA
Bryant & Stratton College-Solon,OH,BSCS,BSCS
Adult & Community Education Columbus City Schools - Fort Hayes Career,OH,ACECCSFHC,ACECCSFHC
Hebrew Union College-Jewish Institute of Religion-Cincinnati,OH,HUCJIRC,HUCJIRC
Hebrew Union College-Jewish Institute of Religion-Los Angeles,CA,HUCJIRLA,HUCJIRLA
Kettering College - Ollie Davis Medical Arts and Education Center,OH,KCODMAEC,KCODMAEC
Mount Carmel College of Nursing - Fairfield,OH,MCCNF,MCCNF
Bushnell University - Roseburg Campus,OR,BURC,BURC
Western Seminary-San Jose,CA,WSSJ,WSSJ
Bucks County Community College-Upper Bucks Campus,PA,BCCCUBC,BCCCUBC
Bucks County Community College-Gene and Marlene Epstein Campus at Lower Bucks,PA,BCCCGMECLB,BCCCGMECLB
Harrisburg Area Community College-Lancaster,PA,HACCL,HACCL
Harrisburg Area Community College-Gettysburg,PA,HACCG,HACCG
Harrisburg Area Community College-Lebanon,PA,HACCL,HACCL
Harrisburg Area Community College-York,PA,HACCY,HACCY
UPMC Jameson School of Nursing - UPMC Hamot,PA,UJSNUH,UJSNUH
New Castle School of Trades - East Liverpool Campus,OH,NCSTELC,NCSTELC
Northampton County Area Community College-Monroe,PA,NCACCM,NCACCM
UPMC Shadyside - at UPMC Harrisburg,PA,USUH,USUH
South Hills School of Business and Technology-Altoona,PA,SHSBTA,SHSBTA
South College-Asheville,NC,SCA,SCA
South College-Nashville,TN,SCN,SCN
South College-Atlanta,GA,SCA,SCA
South College - Indianapolis,IN,SCI,SCI
South College - Orlando,FL,SCO,SCO
South College -  Pittsburgh,PA,SCP,SCP
San Jacinto College-North Campus,TX,SJCNC,SJCNC
San Jacinto College-South Campus,TX,SJCSC,SJCSC
San Jacinto Community College District - Generation Park Campus,TX,SJCCDGPC,SJCCDGPC
Texas A & M University Health Science Center,TX,TMUHSC,TMUHSC
Snow College-Richfield Campus,UT,SCRC,SCRC
Snow College -  Central Utah Correctional Facility,UT,SCCUCF,SCCUCF
Bluefield College - Edward Via College of Osteopathic Medicine,VA,BCEVCOM,BCEVCOM
Bluefield University - Edward Via College - Auburn,AL,BUEVCA,BUEVCA
Bryant & Stratton College-Richmond,VA,BSCR,BSCR
Bryant & Stratton College-Hampton,VA,BSCH,BSCH
Strayer University-Alexandria Campus,VA,SUAC,SUAC
Strayer University-Newport News Campus,VA,SUNNC,SUNNC
Strayer University-Virginia Beach Campus,VA,SUVBC,SUVBC
Union Presbyterian Seminary-Charlotte,NC,UPSC,UPSC
Shoreline Community College - Dental Hygiene,WA,SCCDH,SCCDH
Washington State University-Vancouver,WA,WSUV,WSUV
Washington State University-Spokane,WA,WSUS,WSUS
Washington State University-Tri Cities,WA,WSUTC,WSUTC
Washington State University - Everett Campus,WA,WSUEC,WSUEC
Washington State University - Global Campus,WA,WSUGC,WSUGC
Ameritas College -  South Bay Correctional Facility,FL,ACSBCF,ACSBCF
NUC University - Arecibo,PR,NUA,NUA
NUC University - Rio Grande,PR,NURG,NURG
NUC University - Ponce,PR,NUP,NUP
NUC University - Caguas,PR,NUC,NUC
NUC University - Mayaguez,PR,NUM,NUM
NUC University - South Florida,FL,NUSF,NUSF
NUC University - Florida Technical College - Lakeland,FL,NUFTCL,NUFTCL
NUC University - Florida Technical College - Deland,FL,NUFTCD,NUFTCD
NUC University - Florida Technical College - Kissimmee,FL,NUFTCK,NUFTCK
NUC University - Florida Technical College - Pembroke Pines,FL,NUFTCPP,NUFTCPP
NUC University - Florida Technical College - Cutler Bay,FL,NUFTCCB,NUFTCCB
NUC University - IBC Technical Division - Ponce,PR,NUITDP,NUITDP
NUC University - IBC Technical Division - Mayaguez,PR,NUITDM,NUITDM
NUC University - IBC Technical Division - Guayama,PR,NUITDG,NUITDG
NUC University - IBC Technical Division - Manati,PR,NUITDM,NUITDM
NUC University - IBC Technical Division - Los Colobos,PR,NUITDLC,NUITDLC
NUC University - IBC Technical Division - Aguadilla,PR,NUITDA,NUITDA
NUC University - IBC Technical Division - Caguas,PR,NUITDC,NUITDC
NUC University - IBC Technical Division - Arecibo,PR,NUITDA,NUITDA
NUC University - IBC Technical Division - Escorial,PR,NUITDE,NUITDE
NUC University - IBC Technical Division - Bayamon,PR,NUITDB,NUITDB
